02:00:30.80 | INFO | utils.core.telegram:pars_sessions:56 | Searched sessions: 11.
02:01:15.06 | INFO | utils.core.telegram:pars_sessions:56 | Searched sessions: 11.
02:01:15.07 | SUCCESS | utils.core.telegram:get_accounts:106 | Search available accounts: 11.
02:01:15.07 | INFO | utils.core.telegram:check_valid_accounts:85 | Checking accounts for valid...
02:01:47.44 | SUCCESS | utils.core.telegram:check_valid_accounts:95 | Valid accounts: 10; Invalid: 1
02:01:47.45 | INFO | utils.core.telegram:get_accounts:112 | Saved 1 invalid account(s) in sessions/invalid_accounts.txt
02:02:03.78 | SUCCESS | utils.starter:stats:97 | Сохранена статистика в statistics/statistics_2024-09-12-02-02-03.csv
02:02:24.56 | INFO | utils.core.telegram:pars_sessions:56 | Searched sessions: 11.
02:02:24.56 | SUCCESS | utils.core.telegram:get_accounts:106 | Search available accounts: 11.
02:02:24.56 | INFO | utils.core.telegram:check_valid_accounts:85 | Checking accounts for valid...
02:02:56.93 | SUCCESS | utils.core.telegram:check_valid_accounts:95 | Valid accounts: 10; Invalid: 1
02:02:56.93 | INFO | utils.core.telegram:get_accounts:112 | Saved 1 invalid account(s) in sessions/invalid_accounts.txt
02:03:06.95 | SUCCESS | utils.starter:start:29 | Thread 6 | 7.session | Завершена задача «Ежедневные награды» и получено 500 очков
02:30:42.61 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:30:43.58 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:30:45.31 | WARNING | utils.starter:start:54 | Thread 0 | 1.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 55920
02:30:46.17 | WARNING | utils.starter:start:54 | Thread 2 | 2.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 56050
02:30:49.87 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:30:52.42 | INFO | utils.starter:start:70 | Thread 2 | 2.session | Ждём 145.5 секунд!
02:30:52.97 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:30:53.56 | INFO | utils.starter:start:70 | Thread 0 | 1.session | Ждём 148.4 секунд!
02:30:55.69 | SUCCESS | utils.starter:start:54 | Thread 5 | 5.session | Выиграл и выбрал прогноз MOON! Награда: 10; Баланс: 55900
02:30:56.13 | WARNING | utils.starter:start:31 | Thread 6 | 7.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:30:57.52 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:30:59.37 | WARNING | utils.starter:start:31 | Thread 6 | 7.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:31:00.37 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:31:02.26 | WARNING | utils.starter:start:54 | Thread 5 | 5.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 55900
02:31:02.40 | WARNING | utils.starter:start:54 | Thread 6 | 7.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 55870
02:31:03.62 | SUCCESS | utils.starter:start:54 | Thread 8 | 9.session | Выиграл и выбрал прогноз MOON! Награда: 10; Баланс: 55790
02:31:09.20 | INFO | utils.starter:start:70 | Thread 6 | 7.session | Ждём 143.3 секунд!
02:31:09.23 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:31:09.60 | INFO | utils.starter:start:70 | Thread 5 | 5.session | Ждём 118.1 секунд!
02:31:10.35 | INFO | utils.starter:start:70 | Thread 8 | 9.session | Ждём 164.0 секунд!
02:31:12.30 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:31:15.54 | SUCCESS | utils.starter:start:54 | Thread 3 | 3.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 56170
02:31:23.37 | INFO | utils.starter:start:70 | Thread 3 | 3.session | Ждём 117.9 секунд!
02:32:17.41 | WARNING | utils.starter:start:31 | Thread 4 | 4.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:32:19.75 | WARNING | utils.starter:start:31 | Thread 4 | 4.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:32:23.07 | SUCCESS | utils.starter:start:54 | Thread 4 | 4.session | Выиграл и выбрал прогноз MOON! Награда: 10; Баланс: 56010
02:32:25.44 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:32:27.92 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:32:28.05 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:32:29.30 | INFO | utils.starter:start:70 | Thread 4 | 4.session | Ждём 170.5 секунд!
02:32:30.57 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:32:30.97 | SUCCESS | utils.starter:start:54 | Thread 1 | 10.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55940
02:32:31.04 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:32:33.66 | SUCCESS | utils.starter:start:54 | Thread 7 | 8.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55810
02:32:34.10 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:32:37.19 | WARNING | utils.starter:start:54 | Thread 9 | main.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 72566
02:32:38.28 | INFO | utils.starter:start:70 | Thread 1 | 10.session | Ждём 136.2 секунд!
02:32:40.54 | INFO | utils.starter:start:70 | Thread 7 | 8.session | Ждём 169.7 секунд!
02:32:44.59 | INFO | utils.starter:start:70 | Thread 9 | main.session | Ждём 163.2 секунд!
02:33:09.11 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:33:11.47 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:33:14.50 | SUCCESS | utils.starter:start:54 | Thread 5 | 5.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55910
02:33:19.22 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:33:21.71 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:33:22.58 | INFO | utils.starter:start:70 | Thread 5 | 5.session | Ждём 112.1 секунд!
02:33:22.82 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:33:23.45 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:33:25.35 | SUCCESS | utils.starter:start:54 | Thread 2 | 2.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 56060
02:33:25.95 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:33:26.27 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:33:29.34 | SUCCESS | utils.starter:start:54 | Thread 0 | 1.session | Выиграл и выбрал прогноз MOON! Награда: 10; Баланс: 55930
02:33:29.37 | SUCCESS | utils.starter:start:54 | Thread 3 | 3.session | Выиграл и выбрал прогноз MOON! Награда: 10; Баланс: 56180
02:33:33.43 | INFO | utils.starter:start:70 | Thread 2 | 2.session | Ждём 148.0 секунд!
02:33:33.87 | WARNING | utils.starter:start:31 | Thread 6 | 7.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:33:36.29 | WARNING | utils.starter:start:31 | Thread 6 | 7.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:33:37.18 | INFO | utils.starter:start:70 | Thread 3 | 3.session | Ждём 139.9 секунд!
02:33:37.47 | INFO | utils.starter:start:70 | Thread 0 | 1.session | Ждём 163.3 секунд!
02:33:39.28 | SUCCESS | utils.starter:start:54 | Thread 6 | 7.session | Выиграл и выбрал прогноз MOON! Награда: 10; Баланс: 55880
02:33:46.05 | INFO | utils.starter:start:70 | Thread 6 | 7.session | Ждём 159.1 секунд!
02:33:55.63 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:33:58.41 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:34:01.71 | SUCCESS | utils.starter:start:54 | Thread 8 | 9.session | Выиграл и выбрал прогноз MOON! Награда: 10; Баланс: 55800
02:34:09.56 | INFO | utils.starter:start:70 | Thread 8 | 9.session | Ждём 156.1 секунд!
02:34:55.64 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:34:58.69 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:35:02.17 | SUCCESS | utils.starter:start:54 | Thread 1 | 10.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55950
02:35:10.08 | INFO | utils.starter:start:70 | Thread 1 | 10.session | Ждём 132.9 секунд!
02:35:15.87 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:35:18.41 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:35:21.04 | WARNING | utils.starter:start:31 | Thread 4 | 4.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:35:21.74 | WARNING | utils.starter:start:54 | Thread 5 | 5.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 55910
02:35:24.13 | WARNING | utils.starter:start:31 | Thread 4 | 4.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:35:26.92 | SUCCESS | utils.starter:start:54 | Thread 4 | 4.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 56020
02:35:28.99 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:35:29.44 | INFO | utils.starter:start:70 | Thread 5 | 5.session | Ждём 126.2 секунд!
02:35:31.87 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:35:32.31 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:35:33.69 | WARNING | utils.starter:start:54 | Thread 4 | 4.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 56020
02:35:34.75 | SUCCESS | utils.starter:start:54 | Thread 9 | main.session | Выиграл и выбрал прогноз MOON! Награда: 60; Баланс: 72634
02:35:35.41 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:35:39.22 | WARNING | utils.starter:start:54 | Thread 7 | 8.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 55810
02:35:40.27 | INFO | utils.starter:start:70 | Thread 4 | 4.session | Ждём 172.4 секунд!
02:35:41.57 | INFO | utils.starter:start:70 | Thread 9 | main.session | Ждём 141.5 секунд!
02:35:45.09 | WARNING | utils.starter:start:54 | Thread 7 | 8.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 55810
02:35:51.11 | INFO | utils.starter:start:70 | Thread 7 | 8.session | Ждём 161.4 секунд!
02:35:58.09 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:36:00.37 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
